"STATION","NAME","DATE","CDSD","CLDD","DP01","DP10","DT00","DT32","DX32","DX70","DX90","EMNT","EMXP","EMXT","HDSD","HTDD","PRCP","TAVG","TMAX","TMIN"
"AR000087860","COMODORO RIVADAVIA, AR","1979-05","248.3","0.0",,,"0","0","0","0","0","0.3",,"19.7","512.6","286.4",,"9.1","12.9","5.2"
"AR000087860","COMODORO RIVADAVIA, AR","1979-06","248.3","0.0",,,"0","1","0","0","0","-0.2",,"19.0","802.6","290.0",,"8.7","12.5","4.8"
"AR000087860","COMODORO RIVADAVIA, AR","1979-07","0.0","0.0","5","3","0","2","0","0","0","-2.3","25.9","18.2","1108.8","306.2","54.9","8.4","12.5","4.4"
"AR000087860","COMODORO RIVADAVIA, AR","1979-08","0.0","0.0","9","7","0","0","0","0","0","0.5","9.9","18.6","1429.4","320.6","51.7","8.0","12.4","3.6"
"AR000087860","COMODORO RIVADAVIA, AR","1979-09","0.0","0.0","0","0","0","3","0","2","0","-1.8","0.0","21.9","1706.3","276.9","0.0","9.1","14.1","4.1"
"AR000087860","COMODORO RIVADAVIA, AR","1979-10","0.0","0.0","4","3","0","0","0","4","0","0.9","7.1","24.4","1910.0","203.7","18.3","11.8","17.6","6.0"
"AR000087860","COMODORO RIVADAVIA, AR","1979-11","7.8","7.8","2","1","0","0","0","11","0","2.0","4.1","31.2","2052.7","142.7","6.1","13.8","19.4","8.3"
"AR000087860","COMODORO RIVADAVIA, AR","1979-12","58.7","50.9","4","2","0","0","0","25","4","5.7","7.1","35.4","2089.2","36.5","16.2","18.8","25.2","12.4"
"AR000087860","COMODORO RIVADAVIA, AR","1980-01","158.7","100.0","5","0","0","0","0","27","5","5.9","2.0","35.6","22.8","22.8","4.8","20.8","27.0","14.7"
"AR000087860","COMODORO RIVADAVIA, AR","1980-02","193.7","35.0","3","0","0","0","0","24","0","5.2","2.0","31.9","56.5","33.7","3.5","18.4","24.2","12.5"
"AR000087860","COMODORO RIVADAVIA, AR","1980-03","212.6","18.9",,,"0","0","0","23","0","4.6",,"30.8","102.9","46.4",,"17.4","23.4","11.4"
"AR000087860","COMODORO RIVADAVIA, AR","1980-04","217.6","5.0","8","6","0","0","0","4","0","0.9","59.9","28.1","351.8","248.9","119.4","10.2","14.1","6.3"
"AR000087860","COMODORO RIVADAVIA, AR","1980-05","217.6","0.0",,,"0","0","0","0","0","2.8",,"18.8","598.9","247.1",,"10.4","14.1","6.6"
"AR000087860","COMODORO RIVADAVIA, AR","1980-06","217.6","0.0","2","1","0","5","0","0","0","-2.2","4.1","18.0","925.4","326.5","6.1","7.4","11.2","3.7"
"AR000087860","COMODORO RIVADAVIA, AR","1980-07","0.0","0.0","7","5","0","10","0","0","0","-3.8","17.0","15.0","1315.3","389.9","36.8","5.8","9.6","1.9"
"AR000087860","COMODORO RIVADAVIA, AR","1980-08","0.0","0.0","5","4","0","4","0","0","0","-0.9","7.1","18.5","1612.0","296.7","23.4","8.8","13.1","4.4"
"AR000087860","COMODORO RIVADAVIA, AR","1980-09","0.0","0.0","2","1","0","1","0","3","0","-1.8","5.1","23.0","1826.1","214.1","7.1","11.2","16.7","5.7"
"AR000087860","COMODORO RIVADAVIA, AR","1980-10","0.0","0.0","1","1","0","0","0","13","0","1.2","8.9","25.9","1976.8","150.7","8.9","13.5","19.6","7.4"
"AR000087860","COMODORO RIVADAVIA, AR","1980-11","10.3","10.3","1","1","0","0","0","17","0","3.5","15.0","30.4","2069.6","92.8","15.0","15.6","21.9","9.3"
"AR000087860","COMODORO RIVADAVIA, AR","1980-12","43.6","33.3","6","4","0","0","0","23","0","5.8","8.9","31.2","2122.7","53.1","29.7","17.7","23.5","11.9"
"AR000087860","COMODORO RIVADAVIA, AR","1981-01","92.4","48.8","7","2","0","0","0","22","0","7.1","20.1","31.6","41.2","41.2","29.7","18.6","24.4","12.7"
"AR000087860","COMODORO RIVADAVIA, AR","1981-02","144.3","51.9","1","1","0","0","0","26","1","5.8","13.0","32.3","51.0","9.8","13.0","19.8","26.4","13.3"
"AR000087860","COMODORO RIVADAVIA, AR","1981-03","158.6","14.3","2","1","0","0","0","15","1","0.3","4.1","32.6","163.0","112.0","4.6","15.2","20.9","9.4"
"AR000087860","COMODORO RIVADAVIA, AR","1981-04","161.5","2.9","3","1","0","0","0","9","0","3.8","29.0","27.2","322.4","159.4","30.3","13.1","17.8","8.5"
"AR000087860","COMODORO RIVADAVIA, AR","1981-05","161.5","0.0","5","2","0","4","0","1","0","-2.1","5.1","21.1","571.2","248.8","13.1","10.3","14.4","6.2"
"AR000087860","COMODORO RIVADAVIA, AR","1981-06","161.5","0.0",,,"0","2","0","0","0","-1.9",,"18.4","914.2","343.0",,"6.9","10.1","3.7"
"AR000087860","COMODORO RIVADAVIA, AR","1981-07","0.0","0.0","1","0","0","4","0","0","0","-4.2","2.0","19.2","1225.2","311.0","2.0","8.3","12.1","4.5"
"AR000087860","COMODORO RIVADAVIA, AR","1981-08","0.0","0.0",,,"0","5","0","2","0","-4.2",,"21.9","1512.5","287.3",,"9.1","14.0","4.1"
"AR000087860","COMODORO RIVADAVIA, AR","1981-09","0.0","0.0",,,"0","2","0","3","0","-0.6",,"23.0","1760.9","248.4",,"10.1","14.9","5.2"
"AR000087860","COMODORO RIVADAVIA, AR","1981-10","1.5","1.5","3","1","0","1","0","15","0","-0.3","16.0","25.5","1908.0","147.1","18.0","13.6","19.4","7.9"
"AR000087860","COMODORO RIVADAVIA, AR","1981-11","9.5","8.0",,,"0","0","0","16","0","0.2",,"30.0","2005.3","97.3",,"15.4","21.4","9.3"
"AR000087860","COMODORO RIVADAVIA, AR","1981-12","33.4","23.9",,,"0","0","0","24","0","6.5",,"29.9","2054.5","49.2",,"17.5","23.6","11.5"
"AR000087860","COMODORO RIVADAVIA, AR","1982-01","133.7","100.3",,,"0","0","0","30","4","8.8",,"35.8","10.2","10.2",,"21.2","27.4","15.1"
"AR000087860","COMODORO RIVADAVIA, AR","1982-02","184.7","51.0",,,"0","0","0","24","2","7.5",,"35.8","33.8","23.6",,"19.3","25.6","13.0"
"AR000087860","COMODORO RIVADAVIA, AR","1982-03","221.5","36.8",,,"0","0","0","20","3","4.0",,"34.1","105.8","72.0",,"17.2","22.9","11.5"
"AR000087860","COMODORO RIVADAVIA, AR","1982-04","223.4","1.9",,,"0","0","0","15","0","2.8",,"27.7","225.7","119.9",,"14.4","20.5","8.3"
"AR000087860","COMODORO RIVADAVIA, AR","1982-05","223.4","0.0",,,"0","0","0","0","0","2.0",,"20.7","435.7","210.0",,"11.6","15.4","7.7"
"AR000087860","COMODORO RIVADAVIA, AR","1982-06","223.4","0.0",,,"0","13","0","0","0","-8.2",,"16.5","844.7","409.0",,"4.7","8.4","1.0"
"AR000087860","COMODORO RIVADAVIA, AR","1982-07","0.0","0.0",,,"0","20","1","0","0","-5.5",,"14.6","1307.6","462.9",,"3.4","7.1","-0.3"
"AR000087860","COMODORO RIVADAVIA, AR","1982-08","0.0","0.0",,,"0","2","0","0","0","-1.2",,"18.8","1636.1","328.5",,"7.7","11.9","3.6"
"AR000087860","COMODORO RIVADAVIA, AR","1982-09","0.0","0.0",,,"0","1","0","1","0","-0.8",,"24.8","1901.2","265.1",,"9.5","14.4","4.6"
"AR000087860","COMODORO RIVADAVIA, AR","1982-10","0.3","0.3",,,"0","0","0","6","0","2.7",,"23.4","2087.8","186.6",,"12.3","17.5","7.2"
"AR000087860","COMODORO RIVADAVIA, AR","1982-11","11.3","11.0",,,"0","0","0","14","0","2.3",,"31.7","2201.1","113.3",,"14.9","20.5","9.3"
"AR000087860","COMODORO RIVADAVIA, AR","1982-12","81.2","69.9",,,"0","0","0","26","0","7.0",,"31.7","2226.0","24.9",,"19.8","26.2","13.3"
"AR000087860","COMODORO RIVADAVIA, AR","1983-01","176.0","94.8","3","2","0","0","0","30","3","8.3","11.9","34.1","12.2","12.2","20.6","21.0","27.1","14.9"
"AR000087860","COMODORO RIVADAVIA, AR","1983-02","238.1","62.1",,,"0","0","0","22","1","4.6",,"33.6","48.1","35.9",,"19.3","24.8","13.7"
"AR000087860","COMODORO RIVADAVIA, AR","1983-03","244.6","6.5",,,"0","0","0","18","0","4.4",,"28.2","122.3","74.2",,"16.1","21.4","10.9"
"AR000087860","COMODORO RIVADAVIA, AR","1983-04","250.0","5.4",,,"0","0","0","5","0","3.2",,"25.5","273.3","151.0",,"13.5","17.6","9.4"
"AR000087860","COMODORO RIVADAVIA, AR","1983-05","250.0","0.0",,,"0","0","0","0","0","0.9",,"20.1","525.8","252.5",,"10.2","14.1","6.3"
"AR000087860","COMODORO RIVADAVIA, AR","1983-06","250.0","0.0",,,"0","6","0","0","0","-4.0",,"15.1","881.7","355.9",,"6.5","10.3","2.6"
"AR000087860","COMODORO RIVADAVIA, AR","1983-07","0.0","0.0",,,"0","5","0","0","0","-2.3",,"20.5","1210.8","329.1",,"7.7","11.6","3.8"
"AR000087860","COMODORO RIVADAVIA, AR","1983-08","0.0","0.0","5","0","0","7","0","0","0","-3.4","2.0","18.0","1533.1","322.3","8.8","7.9","12.9","3.0"
"AR000087860","COMODORO RIVADAVIA, AR","1983-09","0.0","0.0",,,"0","2","0","1","0","-1.2",,"22.6","1787.0","253.9",,"9.9","15.1","4.6"
"AR000087860","COMODORO RIVADAVIA, AR","1983-10","0.0","0.0",,,"0","1","0","8","0","-0.1",,"25.7","1963.0","176.0",,"12.6","18.6","6.7"
"AR000087860","COMODORO RIVADAVIA, AR","1983-11","40.4","40.4",,,"0","0","0","23","2","7.0",,"34.3","2002.4","39.4",,"18.4","24.8","12.0"
"AR000087860","COMODORO RIVADAVIA, AR","1983-12","110.3","69.9",,,"0","0","0","28","1","3.5",,"34.8","2020.3","17.9",,"20.0","25.8","14.3"
"AR000087860","COMODORO RIVADAVIA, AR","1984-01","206.9","96.6",,,"0","0","0","29","5","8.7",,"35.4","15.9","15.9",,"20.9","27.4","14.4"
"AR000087860","COMODORO RIVADAVIA, AR","1984-02","254.6","47.7",,,"0","0","0","23","1","6.8",,"33.5","52.2","36.3",,"18.7","24.5","12.9"
"AR000087860","COMODORO RIVADAVIA, AR","1984-03","267.9","13.3",,,"0","0","0","16","0","4.0",,"30.5","157.2","105.0",,"15.4","20.6","10.1"
"AR000087860","COMODORO RIVADAVIA, AR","1984-04","273.6","5.7",,,"0","0","0","5","0","1.8",,"27.7","305.5","148.3",,"13.6","18.6","8.6"
"AR000087860","COMODORO RIVADAVIA, AR","1984-05","273.6","0.0",,,"0","6","0","0","0","-4.4",,"18.1","676.8","371.3",,"6.4","9.8","2.9"
"AR000087860","COMODORO RIVADAVIA, AR","1984-06","273.6","0.0",,,"0","16","1","0","0","-5.6",,"16.5","1114.6","437.8",,"3.7","7.1","0.4"
"AR000087860","COMODORO RIVADAVIA, AR","1984-07","0.0","0.0",,,"0","11","0","0","0","-5.0",,"12.1","1565.5","450.9",,"3.8","7.0","0.6"
"AR000087860","COMODORO RIVADAVIA, AR","1984-08","0.0","0.0",,,"0","6","0","0","0","-5.0",,"19.7","1911.9","346.4",,"7.2","11.6","2.8"
"AR000087860","COMODORO RIVADAVIA, AR","1984-09","0.0","0.0",,,"0","0","0","1","0","0.2",,"23.0","2145.5","233.6",,"10.6","15.4","5.6"
"AR000087860","COMODORO RIVADAVIA, AR","1984-10","1.2","1.2",,,"0","0","0","7","0","1.6",,"25.5","2296.9","151.4",,"13.5","18.8","8.2"
"AR000087860","COMODORO RIVADAVIA, AR","1984-11","24.3","23.1",,,"0","0","0","17","1","3.8",,"32.8","2395.3","98.4",,"15.8","21.6","10.0"
"AR000087860","COMODORO RIVADAVIA, AR","1984-12","39.1","14.8",,,"0","0","0","14","1","6.2",,"33.1","2478.1","82.8",,"16.1","21.6","10.7"
"AR000087860","COMODORO RIVADAVIA, AR","1985-01","114.7","75.6",,,"0","0","0","29","3","10.6",,"37.5","12.8","12.8",,"20.4","26.4","14.4"
"AR000087860","COMODORO RIVADAVIA, AR","1985-02","162.2","47.5",,,"0","0","0","27","0","8.0",,"30.7","27.6","14.8",,"19.5","25.3","13.7"
"AR000087860","COMODORO RIVADAVIA, AR","1985-03","189.4","27.2",,,"0","0","0","15","2","1.4",,"34.2","128.7","101.1",,"15.9","21.5","10.4"
"AR000087860","COMODORO RIVADAVIA, AR","1985-04","195.9","6.5",,,"0","0","0","5","0","1.7",,"26.3","303.9","175.2",,"12.7","17.3","8.2"
"AR000087860","COMODORO RIVADAVIA, AR","1985-05","195.9","0.0",,,"0","1","0","0","0","-1.3",,"20.2","563.1","259.2",,"10.0","13.8","6.2"
"AR000087860","COMODORO RIVADAVIA, AR","1985-06","195.9","0.0",,,"0","2","0","0","0","-1.7",,"16.6","899.4","336.3",,"7.1","10.3","3.9"
"AR000087860","COMODORO RIVADAVIA, AR","1985-07","0.0","0.0",,,"0","6","0","0","0","-1.7",,"18.4","1233.5","334.1",,"7.6","11.4","3.7"
"AR000087860","COMODORO RIVADAVIA, AR","1985-08","0.0","0.0",,,"0","2","0","0","0","-3.3",,"19.4","1527.4","293.9",,"8.9","13.9","3.8"
"AR000087860","COMODORO RIVADAVIA, AR","1985-09","0.0","0.0",,,"0","3","0","5","0","-2.0",,"22.7","1722.2","194.8",,"11.8","17.1","6.6"
"AR000087860","COMODORO RIVADAVIA, AR","1985-10","0.8","0.8",,,"0","0","0","5","0","2.6",,"25.1","1934.7","212.5",,"11.5","16.2","6.8"
"AR000087860","COMODORO RIVADAVIA, AR","1985-11","19.6","18.8",,,"0","0","0","18","1","3.8",,"32.3","1998.7","64.0",,"16.8","23.2","10.5"
"AR000087860","COMODORO RIVADAVIA, AR","1985-12","72.6","53.0",,,"0","0","0","25","2","8.5",,"34.0","2021.7","23.0",,"19.3","25.4","13.2"
"AR000087860","COMODORO RIVADAVIA, AR","1986-01","134.9","62.3",,,"0","0","0","27","0","8.0",,"32.1","22.0","22.0",,"19.6","25.3","13.9"
"AR000087860","COMODORO RIVADAVIA, AR","1986-02","188.9","54.0",,,"0","0","0","20","0","6.8",,"30.7","57.7","35.7",,"19.0","24.5","13.5"
"AR000087860","COMODORO RIVADAVIA, AR","1986-03","194.7","5.8",,,"0","0","0","15","0","3.5",,"30.4","158.9","101.2",,"15.3","20.8","9.7"
"AR000087860","COMODORO RIVADAVIA, AR","1986-04","195.7","1.0",,,"0","0","0","4","0","0.5",,"26.4","355.3","196.4",,"11.8","17.0","6.7"
"AR000087860","COMODORO RIVADAVIA, AR","1986-05","195.7","0.0",,,"0","5","0","1","0","-4.6",,"22.7","648.7","293.4",,"8.9","12.9","4.9"
"AR000087860","COMODORO RIVADAVIA, AR","1986-06","195.7","0.0",,,"0","6","0","0","0","-2.7",,"16.7","986.7","338.0",,"6.7","10.6","2.7"
"AR000087860","COMODORO RIVADAVIA, AR","1986-07","0.0","0.0",,,"0","6","0","0","0","-5.3",,"19.2","1310.6","323.9",,"7.9","12.4","3.3"
"AR000087860","COMODORO RIVADAVIA, AR","1986-08","0.0","0.0",,,"0","3","0","1","0","-3.2",,"21.5","1621.7","311.1",,"8.3","13.0","3.6"
"AR000087860","COMODORO RIVADAVIA, AR","1986-09","2.9","2.9",,,"0","5","0","5","0","-1.7",,"28.7","1870.4","248.7",,"10.1","15.4","4.9"
"AR000087860","COMODORO RIVADAVIA, AR","1986-10","6.0","3.1",,,"0","0","0","6","0","1.9",,"28.7","2060.1","189.7",,"12.3","17.3","7.3"
"AR000087860","COMODORO RIVADAVIA, AR","1986-11","14.0","8.0",,,"0","0","0","13","0","2.9",,"28.3","2152.5","92.4",,"15.5","21.0","10.0"
"AR000087860","COMODORO RIVADAVIA, AR","1986-12","51.0","37.0",,,"0","0","0","25","1","7.2",,"33.5","2188.0","35.5",,"18.4","24.8","11.9"
"AR000087860","COMODORO RIVADAVIA, AR","1987-01","132.7","81.7",,,"0","0","0","30","5","6.1",,"35.0","12.9","12.9",,"20.6","27.1","14.0"
"AR000087860","COMODORO RIVADAVIA, AR","1987-02","192.9","60.2",,,"0","0","0","23","2","7.1",,"32.6","47.8","34.9",,"19.2","25.4","13.0"
"AR000087860","COMODORO RIVADAVIA, AR","1987-03","223.3","30.4",,,"0","0","0","24","0","5.1",,"30.8","100.6","52.8",,"17.6","23.1","12.1"
"AR000087860","COMODORO RIVADAVIA, AR","1987-04","232.9","9.6",,,"0","0","0","9","0","2.6",,"27.6","225.4","124.8",,"14.5","19.3","9.7"
"AR000087860","COMODORO RIVADAVIA, AR","1987-05","232.9","0.0",,,"0","1","0","0","0","-0.4",,"19.0","493.4","268.0",,"9.7","14.0","5.4"
"AR000087860","COMODORO RIVADAVIA, AR","1987-06","232.9","0.0",,,"0","2","0","1","0","-0.1",,"22.3","761.0","267.6",,"9.4","13.4","5.4"
"AR000087860","COMODORO RIVADAVIA, AR","1987-07","0.0","0.0","11","10","0","5","0","0","0","-2.4","95.0","16.7","1130.1","369.1","178.1","6.4","9.3","3.6"
"AR000087860","COMODORO RIVADAVIA, AR","1987-08","0.0","0.0",,,"0","2","0","0","0","-2.4",,"17.4","1472.4","342.3",,"7.3","10.9","3.7"
"AR000087860","COMODORO RIVADAVIA, AR","1987-09","0.0","0.0","6","0","0","1","0","1","0","-3.0","1.0","22.7","1747.1","274.7","3.4","9.2","14.1","4.3"
"AR000087860","COMODORO RIVADAVIA, AR","1987-10","0.0","0.0",,,"0","0","0","5","0","2.2",,"23.2","1918.6","171.5",,"12.8","18.1","7.5"
"AR000087860","COMODORO RIVADAVIA, AR","1987-11","27.3","27.3",,,"0","0","0","18","0","1.8",,"30.7","2001.2","82.6",,"16.5","22.4","10.6"
"AR000087860","COMODORO RIVADAVIA, AR","1987-12","70.3","43.0",,,"0","0","0","25","1","5.6",,"33.0","2048.9","47.7",,"18.2","24.2","12.2"
"AR000087860","COMODORO RIVADAVIA, AR","1988-01","113.5","43.2","7","2","0","0","0","20","1","8.5","5.1","33.5","45.1","45.1","12.3","18.3","23.9","12.6"
"AR000087860","COMODORO RIVADAVIA, AR","1988-02","154.4","40.9","2","0","0","0","0","25","2","9.6","1.0","35.6","66.3","21.2","1.5","19.0","25.0","13.0"
"AR000087860","COMODORO RIVADAVIA, AR","1988-03","172.3","17.9",,,"0","0","0","22","0","4.6",,"30.8","125.8","59.5",,"17.0","23.0","11.0"
"AR000087860","COMODORO RIVADAVIA, AR","1988-04","172.3","0.0","11","2","0","1","0","4","0","-0.1","15.0","26.3","323.9","198.1","24.7","11.7","16.9","6.5"
"AR000087860","COMODORO RIVADAVIA, AR","1988-05","172.3","0.0",,,"0","0","0","0","0","0.2",,"20.3","577.0","253.1",,"10.2","14.5","5.9"
"AR000087860","COMODORO RIVADAVIA, AR","1988-06","172.3","0.0",,,"0","1","0","0","0","0.0",,"18.7","840.9","263.9",,"8.5","11.9","5.1"
"AR000087860","COMODORO RIVADAVIA, AR","1988-07","0.0","0.0",,,"0","10","0","0","0","-4.8",,"19.5","1188.4","347.5",,"7.1","11.8","2.5"
"AR000087860","COMODORO RIVADAVIA, AR","1988-08","0.0","0.0","11","5","0","8","0","0","0","-2.5","130.0","15.2","1575.8","387.4","167.1","5.8","10.0","1.7"
"AR000087860","COMODORO RIVADAVIA, AR","1988-09","0.0","0.0",,,"0","2","0","2","0","-0.6",,"23.6","1813.8","238.0",,"10.4","16.2","4.6"
"AR000087860","COMODORO RIVADAVIA, AR","1988-10","0.3","0.3",,,"0","1","0","5","0","-0.3",,"24.5","2015.4","201.6",,"11.8","17.5","6.1"
"AR000087860","COMODORO RIVADAVIA, AR","1988-11","26.1","25.8",,,"0","0","0","25","0","6.3",,"30.7","2054.1","38.7",,"17.9","23.9","11.9"
"AR000087860","COMODORO RIVADAVIA, AR","1988-12","58.6","32.5",,,"0","0","0","25","1","7.5",,"32.3","2094.5","40.4",,"18.1","24.4","11.8"
"AR000087860","COMODORO RIVADAVIA, AR","1989-01","116.3","57.7",,,"0","0","0","27","3","8.0",,"36.5","24.0","24.0",,"19.4","25.8","13.0"
"AR000087860","COMODORO RIVADAVIA, AR","1989-02",,,,,"0","0",,,,"8.7",,,,,,,,"13.7"
"AR000087860","COMODORO RIVADAVIA, AR","1989-03",,"19.4",,,"0","0","0","19","0","3.9",,"29.5",,"75.2",,"16.5","21.9","11.1"
"AR000087860","COMODORO RIVADAVIA, AR","1989-04",,"3.1",,,"0","0","0","8","0","1.5",,"26.7",,"147.8",,"13.5","18.6","8.5"
"AR000087860","COMODORO RIVADAVIA, AR","1989-05",,"0.0",,,"0","0","0","1","0","0.1",,"23.3",,"244.5",,"10.4","15.3","5.6"
"AR000087860","COMODORO RIVADAVIA, AR","1989-06",,"0.0",,,"0","4","0","0","0","-3.8",,"17.0",,"324.1",,"7.5","11.6","3.5"
"AR000087860","COMODORO RIVADAVIA, AR","1989-07","0.0","0.0",,,"0","7","0","0","0","-3.8",,"18.1",,"353.4",,"6.9","11.8","2.0"
"AR000087860","COMODORO RIVADAVIA, AR","1989-08","0.0","0.0",,,"0","2","0","0","0","-1.8",,"18.9",,"334.6",,"7.5","12.0","3.1"
"AR000087860","COMODORO RIVADAVIA, AR","1989-09","0.0","0.0",,,"0","5","0","2","0","-1.0",,"21.9",,"263.0",,"9.6","15.3","3.8"
"AR000087860","COMODORO RIVADAVIA, AR","1989-10","0.5","0.5",,,"0","0","0","15","0","2.6",,"29.6",,"129.4",,"14.2","20.4","7.9"
"AR000087860","COMODORO RIVADAVIA, AR","1989-11","21.1","20.6",,,"0","0","0","20","0","4.5",,"29.2",,"49.4",,"17.4","23.3","11.4"
"AR000087860","COMODORO RIVADAVIA, AR","1989-12","73.8","52.7",,,"0","0","0","28","1","7.7",,"32.4",,"28.3",,"19.1","25.4","12.8"
"AR000087860","COMODORO RIVADAVIA, AR","1990-01","124.0","50.2",,,"0","0","0","28","1","7.9",,"35.4","23.0","23.0",,"19.2","25.2","13.2"
"AR000087860","COMODORO RIVADAVIA, AR","1990-02","169.3","45.3",,,"0","0","0","24","2","8.4",,"34.7","38.5","15.5",,"19.4","25.6","13.2"
"AR000087860","COMODORO RIVADAVIA, AR","1990-03","184.9","15.6",,,"0","0","0","22","1","1.8",,"32.4","96.6","58.1",,"17.0","23.0","10.9"
"AR000087860","COMODORO RIVADAVIA, AR","1990-04","184.9","0.0",,,"0","0","0","2","0","0.7",,"21.4","294.4","197.8",,"11.7","16.6","6.9"
"AR000087860","COMODORO RIVADAVIA, AR","1990-05","184.9","0.0",,,"0","0","0","0","0","1.0",,"20.2","550.5","256.1",,"10.1","14.4","5.8"
"AR000087860","COMODORO RIVADAVIA, AR","1990-06","184.9","0.0",,,"0","4","0","1","0","-2.6",,"21.4","823.2","272.7",,"9.2","13.8","4.7"
"AR000087860","COMODORO RIVADAVIA, AR","1990-07","0.0","0.0",,,"0","7","0","3","0","-3.4",,"22.8","1109.8","286.6",,"9.1","13.7","4.4"
"AR000087860","COMODORO RIVADAVIA, AR","1990-08","0.0","0.0",,,"0","8","0","0","0","-3.4",,"20.7","1392.2","282.4",,"9.2","14.6","3.8"
