"STATION","NAME","DATE","CDSD","CLDD","DP01","DP10","DT00","DT32","DX32","DX70","DX90","EMNT","EMXP","EMXT","HDSD","HTDD","PRCP","TAVG","TMAX","TMIN"
"AR000087860","COMODORO RIVADAVIA, AR","2001-09","0.0","0.0",,,"0","0","0","0","0","1.7",,"19.6","1920.3","265.4",,"9.5","14.3","4.7"
"AR000087860","COMODORO RIVADAVIA, AR","2001-10","4.4","4.4",,,"0","0","0","11","0","1.4",,"31.0","2082.8","162.5",,"13.2","19.3","7.2"
"AR000087860","COMODORO RIVADAVIA, AR","2001-11","22.1","17.7",,,"0","0","0","20","0","4.3",,"31.4","2154.6","71.8",,"16.5","22.9","10.1"
"AR000087860","COMODORO RIVADAVIA, AR","2001-12","80.5","58.4",,,"0","0","0","29","2","2.6",,"34.4","2175.9","21.3",,"19.5","26.6","12.4"
"AR000087860","COMODORO RIVADAVIA, AR","2002-01","143.7","63.2",,,"0","0","0","25","1","6.4",,"32.9","19.0","19.0",,"19.8","26.1","13.4"
"AR000087860","COMODORO RIVADAVIA, AR","2002-02","199.3","55.6",,,"0","0","0","25","3","6.6",,"37.5","47.0","28.0",,"19.3","26.3","12.4"
"AR000087860","COMODORO RIVADAVIA, AR","2002-03","200.9","1.6",,,"0","0","0","13","0","1.6",,"26.5","181.3","134.3",,"14.1","19.4","8.7"
"AR000087860","COMODORO RIVADAVIA, AR","2002-04","209.2","8.3",,,"0","0","0","7","0","2.2",,"27.5","331.2","149.9",,"13.5","18.4","8.6"
"AR000087860","COMODORO RIVADAVIA, AR","2002-05","209.2","0.0",,,"0","4","0","0","0","-4.0",,"20.6","673.2","342.0",,"7.3","11.5","3.1"
"AR000087860","COMODORO RIVADAVIA, AR","2002-06","209.2","0.0",,,"0","18","0","0","0","-6.7",,"14.4","1103.7","430.5",,"4.0","8.0","-0.1"
"AR000087860","COMODORO RIVADAVIA, AR","2002-07","0.0","0.0",,,"0","6","0","0","0","-4.1",,"17.6","1451.0","347.3",,"7.1","11.7","2.6"
"AR000087860","COMODORO RIVADAVIA, AR","2002-08","0.0","0.0",,,"0","4","0","0","0","-3.1",,"18.0","1808.5","357.5",,"6.8","10.4","3.2"
"AR000087860","COMODORO RIVADAVIA, AR","2002-09","0.0","0.0","7","4","0","1","0","0","0","-1.2","15.0","21.0","2061.8","253.3","28.4","9.6","13.9","5.2"
"AR000087860","COMODORO RIVADAVIA, AR","2002-10","0.0","0.0","3","0","0","0","0","7","0","1.1","2.0","24.8","2223.4","161.6","3.5","13.1","18.8","7.4"
"AR000087860","COMODORO RIVADAVIA, AR","2002-11","2.2","2.2","6","3","0","0","0","10","0","3.9","10.9","30.0","2353.9","130.5","21.1","14.1","20.3","7.8"
"AR000087860","COMODORO RIVADAVIA, AR","2002-12","46.7","44.5","2","0","0","0","0","28","1","5.8","0.5","34.6","2386.5","32.6","1.0","18.7","25.0","12.4"
"AR000087860","COMODORO RIVADAVIA, AR","2003-01","89.3","42.6","3","2","0","0","0","25","0","5.6","14.0","30.4","33.0","33.0","22.1","18.6","24.6","12.7"
"AR000087860","COMODORO RIVADAVIA, AR","2003-02","146.4","57.1",,,"0","0","0","24","0","4.5",,"32.0","63.9","30.9",,"19.3","25.4","13.1"
"AR000087860","COMODORO RIVADAVIA, AR","2003-03","191.1","44.7","7","5","0","0","0","17","1","4.2","69.1","35.5","145.7","81.8","130.8","17.1","22.7","11.6"
"AR000087860","COMODORO RIVADAVIA, AR","2003-04","191.5","0.4","2","2","0","0","0","5","0","0.3","4.1","27.8","330.6","184.9","7.1","12.2","17.6","6.8"
"AR000087860","COMODORO RIVADAVIA, AR","2003-05","192.6","1.1","6","5","0","1","0","1","0","-0.5","54.1","22.6","552.7","222.1","87.8","11.2","15.4","7.0"
"AR000087860","COMODORO RIVADAVIA, AR","2003-06","192.6","0.0",,,"0","4","0","0","0","-1.5",,"17.0","878.2","325.5",,"7.5","11.1","3.9"
"AR000087860","COMODORO RIVADAVIA, AR","2003-07","0.0","0.0","3","1","0","2","0","0","0","-2.5","3.0","20.3","1184.0","305.8","5.5","8.5","13.2","3.8"
"AR000087860","COMODORO RIVADAVIA, AR","2003-08","0.0","0.0","6","2","0","2","0","1","0","-0.6","10.9","22.1","1464.2","280.2","21.4","9.3","14.0","4.6"
"AR000087860","COMODORO RIVADAVIA, AR","2003-09","0.0","0.0","3","1","0","3","0","0","0","-1.4","4.1","20.7","1684.0","219.8","5.6","11.0","16.2","5.8"
"AR000087860","COMODORO RIVADAVIA, AR","2003-10","7.0","7.0","6","5","0","1","0","8","0","-0.1","29.0","28.8","1853.1","169.1","44.1","13.1","18.8","7.5"
"AR000087860","COMODORO RIVADAVIA, AR","2003-11","15.4","8.4","2","1","0","0","0","14","0","3.1","3.0","29.6","1953.2","100.1","5.0","15.3","21.3","9.3"
"AR000087860","COMODORO RIVADAVIA, AR","2003-12","31.6","16.2","4","2","0","0","0","23","0","6.2","4.1","30.5","2013.7","60.5","9.3","16.9","22.7","11.1"
"AR000087860","COMODORO RIVADAVIA, AR","2004-01","137.4","105.8","0","0","0","0","0","30","6","8.6","0.0","35.4","5.6","5.6","0.0","21.6","28.4","14.7"
"AR000087860","COMODORO RIVADAVIA, AR","2004-02","189.8","52.4","2","2","0","0","0","25","2","8.5","9.9","34.6","25.0","19.4","14.0","19.5","25.3","13.7"
"AR000087860","COMODORO RIVADAVIA, AR","2004-03","226.7","36.9","2","0","0","0","0","27","0","6.0","2.0","31.0","47.0","22.0","2.8","18.8","25.0","12.6"
"AR000087860","COMODORO RIVADAVIA, AR","2004-04","227.8","1.1","2","1","0","0","0","8","0","3.2","9.9","26.3","183.9","136.9","10.4","13.8","18.7","8.9"
"AR000087860","COMODORO RIVADAVIA, AR","2004-05","227.8","0.0","4","2","0","0","0","2","0","0.4","10.9","21.9","460.5","276.6","18.5","9.4","14.1","4.7"
"AR000087860","COMODORO RIVADAVIA, AR","2004-06",,,,,"0","1",,,,"-2.0",,,,,,,,"5.3"
"AR000087860","COMODORO RIVADAVIA, AR","2004-07",,,"7","2","0","7",,,,"-4.0","24.9",,,,"43.0",,,"1.5"
"AR000087860","COMODORO RIVADAVIA, AR","2004-08",,,"4","1","0","2",,,,"-2.7","4.1",,,,"5.9",,,"2.9"
"AR000087860","COMODORO RIVADAVIA, AR","2004-09",,,"4","2","0","0",,,,"0.1","13.0",,,,"20.9",,,"5.3"
"AR000087860","COMODORO RIVADAVIA, AR","2004-10",,,"6","0","0","0",,,,"2.5","0.8",,,,"2.9",,,"7.9"
"AR000087860","COMODORO RIVADAVIA, AR","2004-11",,,"4","3","0","0",,,,"3.6","7.1",,,,"16.2",,,"9.6"
"AR000087860","COMODORO RIVADAVIA, AR","2004-12",,,"2","1","0","0",,,,"4.5","8.9",,,,"9.2",,,"12.9"
"AR000087860","COMODORO RIVADAVIA, AR","2005-01",,,"4","2","0","0",,,,"6.2","7.9",,,,"11.5",,,"12.8"
"AR000087860","COMODORO RIVADAVIA, AR","2005-02",,,"1","0","0","0",,,,"9.0","2.0",,,,"2.0",,,"13.9"
"AR000087860","COMODORO RIVADAVIA, AR","2005-03",,,"1","1","0","0",,,,"4.7","3.0",,,,"3.0",,,"11.1"
"AR000087860","COMODORO RIVADAVIA, AR","2005-04",,,"3","1","0","0",,,,"0.5","21.1",,,,"21.9",,,"7.7"
"AR000087860","COMODORO RIVADAVIA, AR","2005-05",,,"7","2","0","0",,,,"0.7","9.9",,,,"21.7",,,"4.4"
"AR000087860","COMODORO RIVADAVIA, AR","2005-06",,,"9","6","0","6",,,,"-3.0","45.0",,,,"120.5",,,"2.7"
"AR000087860","COMODORO RIVADAVIA, AR","2005-07",,,,,"0","4",,,,"-2.5",,,,,,,,"2.8"
"AR000087860","COMODORO RIVADAVIA, AR","2005-08",,,,,"0","4",,,,"-0.2",,,,,,,,"2.8"
"AR000087860","COMODORO RIVADAVIA, AR","2005-09",,,,,"0","0",,,,"0.3",,,,,,,,"5.8"
"AR000087860","COMODORO RIVADAVIA, AR","2006-03",,,,,"0","0",,,,"3.5",,,,,,,,"11.1"
"AR000087860","COMODORO RIVADAVIA, AR","2006-05",,,,,"0","3",,,,"-3.0",,,,,,,,"4.3"
"AR000087860","COMODORO RIVADAVIA, AR","2006-06",,,,,"0","5",,,,"-5.0",,,,,,,,"2.8"
"AR000087860","COMODORO RIVADAVIA, AR","2006-07",,,,,"0","5",,,,"-3.3",,,,,,,,"3.4"
"AR000087860","COMODORO RIVADAVIA, AR","2006-08",,,,,"0","7",,,,"-3.6",,,,,,,,"2.5"
"AR000087860","COMODORO RIVADAVIA, AR","2006-09",,,,,"0","1",,,,"-1.6",,,,,,,,"5.8"
"AR000087860","COMODORO RIVADAVIA, AR","2006-10",,,,,"0","0",,,,"0.4",,,,,,,,"7.3"
"AR000087860","COMODORO RIVADAVIA, AR","2006-11",,,,,"0","0",,,,"3.7",,,,,,,,"8.7"
"AR000087860","COMODORO RIVADAVIA, AR","2006-12",,,,,"0","0",,,,"9.5",,,,,,,,"12.5"
"AR000087860","COMODORO RIVADAVIA, AR","2007-01",,,,,"0","0",,,,"8.4",,,,,,,,"12.6"
"AR000087860","COMODORO RIVADAVIA, AR","2007-02",,,,,"0","0",,,,"5.6",,,,,,,,"12.4"
"AR000087860","COMODORO RIVADAVIA, AR","2007-03",,,,,"0","0",,,,"5.5",,,,,,,,"11.1"
"AR000087860","COMODORO RIVADAVIA, AR","2007-04",,,,,"0","0",,,,"1.4",,,,,,,,"8.7"
"AR000087860","COMODORO RIVADAVIA, AR","2007-05",,,,,"0","4",,,,"-3.7",,,,,,,,"4.1"
"AR000087860","COMODORO RIVADAVIA, AR","2007-06",,,,,"0","5",,,,"-3.8",,,,,,,,"3.4"
"AR000087860","COMODORO RIVADAVIA, AR","2007-07",,,,,"0","8",,,,"-3.7",,,,,,,,"0.8"
"AR000087860","COMODORO RIVADAVIA, AR","2007-08",,,,,"0","9",,,,"-2.4",,,,,,,,"2.5"
"AR000087860","COMODORO RIVADAVIA, AR","2007-09",,,,,"0","2",,,,"-2.0",,,,,,,,"5.1"
"AR000087860","COMODORO RIVADAVIA, AR","2007-10",,,,,"0","0",,,,"0.2",,,,,,,,"7.9"
"AR000087860","COMODORO RIVADAVIA, AR","2007-12",,,,,"0","0",,,,"5.6",,,,,,,,"12.0"
"AR000087860","COMODORO RIVADAVIA, AR","2008-02",,,,,"0","0",,,,"8.9",,,,,,,,"14.6"
"AR000087860","COMODORO RIVADAVIA, AR","2008-03",,,,,"0","0",,,,"5.3",,,,,,,,"11.1"
"AR000087860","COMODORO RIVADAVIA, AR","2008-04",,,,,"0","0",,,,"2.1",,,,,,,,"7.6"
"AR000087860","COMODORO RIVADAVIA, AR","2008-05",,,,,"0","9",,,,"-3.6",,,,,,,,"3.3"
"AR000087860","COMODORO RIVADAVIA, AR","2008-06",,,,,"0","7",,,,"-3.5",,,,,,,,"3.0"
"AR000087860","COMODORO RIVADAVIA, AR","2008-07",,,,,"0","7",,,,"-4.0",,,,,,,,"2.5"
"AR000087860","COMODORO RIVADAVIA, AR","2008-08",,,,,"0","12",,,,"-4.5",,,,,,,,"1.4"
"AR000087860","COMODORO RIVADAVIA, AR","2008-09",,,,,"0","3",,,,"-2.2",,,,,,,,"3.9"
"AR000087860","COMODORO RIVADAVIA, AR","2008-10",,,,,"0","1",,,,"-0.5",,,,,,,,"7.4"
"AR000087860","COMODORO RIVADAVIA, AR","2008-12",,,,,"0","0",,,,"0.6",,,,,,,,"12.7"
"AR000087860","COMODORO RIVADAVIA, AR","2009-01",,,,,"0","0",,,,"8.2",,,,,,,,"13.4"
"AR000087860","COMODORO RIVADAVIA, AR","2009-03",,,,,"0","0",,,,"4.5",,,,,,,,"11.9"
"AR000087860","COMODORO RIVADAVIA, AR","2009-04",,,,,"0","0",,,,"2.5",,,,,,,,"8.1"
"AR000087860","COMODORO RIVADAVIA, AR","2009-06",,,,,"0","6",,,,"-5.5",,,,,,,,"3.2"
"AR000087860","COMODORO RIVADAVIA, AR","2009-07",,,,,"0","5",,,,"-4.0",,,,,,,,"2.5"
"AR000087860","COMODORO RIVADAVIA, AR","2009-08",,,,,"0","4",,,,"-3.6",,,,,,,,"3.9"
"AR000087860","COMODORO RIVADAVIA, AR","2009-10",,,,,"0","0",,,,"1.6",,,,,,,,"6.1"
"AR000087860","COMODORO RIVADAVIA, AR","2009-11",,,,,"0","0",,,,"1.8",,,,,,,,"7.6"
"AR000087860","COMODORO RIVADAVIA, AR","2009-12",,,,,"0","0",,,,"5.0",,,,,,,,"10.1"
"AR000087860","COMODORO RIVADAVIA, AR","2010-02",,,,,"0","0",,,,"2.6",,,,,,,,"10.1"
"AR000087860","COMODORO RIVADAVIA, AR","2010-04",,,,,"0","1",,,,"-1.1",,,,,,,,"7.5"
"AR000087860","COMODORO RIVADAVIA, AR","2010-05",,,,,"0","2",,,,"-1.9",,,,,,,,"5.2"
"AR000087860","COMODORO RIVADAVIA, AR","2010-07",,,,,"0","3",,,,"-4.1",,,,,,,,"2.6"
"AR000087860","COMODORO RIVADAVIA, AR","2010-08",,,,,"0","5",,,,"-4.4",,,,,,,,"3.3"
"AR000087860","COMODORO RIVADAVIA, AR","2010-09",,,,,"0","2",,,,"-3.3",,,,,,,,"5.7"
"AR000087860","COMODORO RIVADAVIA, AR","2010-10",,,,,"0","0",,,,"1.4",,,,,,,,"8.4"
"AR000087860","COMODORO RIVADAVIA, AR","2010-11",,,,,"0","0",,,,"2.1",,,,,,,,"9.1"
"AR000087860","COMODORO RIVADAVIA, AR","2011-02",,,,,"0","0",,,,"8.5",,,,,,,,"13.0"
"AR000087860","COMODORO RIVADAVIA, AR","2011-03",,,,,"0","0",,,,"4.5",,,,,,,,"10.8"
"AR000087860","COMODORO RIVADAVIA, AR","2011-08",,,,,"0","6",,,,"-2.6",,,,,,,,"2.3"
"AR000087860","COMODORO RIVADAVIA, AR","2011-09",,,,,"0","0",,,,"0.4",,,,,,,,"5.0"
"AR000087860","COMODORO RIVADAVIA, AR","2011-10",,,,,"0","0",,,,"2.6",,,,,,,,"6.0"
"AR000087860","COMODORO RIVADAVIA, AR","2011-11",,,,,"0","0",,,,"6.1",,,,,,,,"10.5"
"AR000087860","COMODORO RIVADAVIA, AR","2011-12",,,,,"0","0",,,,"6.2",,,,,,,,"12.5"
"AR000087860","COMODORO RIVADAVIA, AR","2012-02",,,,,"0","0",,,,"7.9",,,,,,,,"12.0"
"AR000087860","COMODORO RIVADAVIA, AR","2012-03",,,,,"0","0",,,,"5.2",,,,,,,,"10.7"
"AR000087860","COMODORO RIVADAVIA, AR","2012-04",,,,,"0","0",,,,"0.3",,,,,,,,"6.1"
"AR000087860","COMODORO RIVADAVIA, AR","2012-05",,,,,"0","2",,,,"-4.0",,,,,,,,"5.0"
"AR000087860","COMODORO RIVADAVIA, AR","2012-07",,,,,"0","9",,,,"-2.5",,,,,,,,"1.4"
"AR000087860","COMODORO RIVADAVIA, AR","2012-08",,,,,"0","4",,,,"-1.9",,,,,,,,"4.1"
"AR000087860","COMODORO RIVADAVIA, AR","2012-09",,,,,"0","2",,,,"-1.5",,,,,,,,"5.2"
"AR000087860","COMODORO RIVADAVIA, AR","2012-10",,,,,"0","0",,,,"1.0",,,,,,,,"6.9"
"AR000087860","COMODORO RIVADAVIA, AR","2012-11",,,,,"0","0",,,,"2.1",,,,,,,,"10.6"
"AR000087860","COMODORO RIVADAVIA, AR","2012-12",,,,,"0","0",,,,"1.2",,,,,,,,"10.6"
"AR000087860","COMODORO RIVADAVIA, AR","2013-02",,,,,"0","0",,,,"7.0",,,,,,,,"12.1"
"AR000087860","COMODORO RIVADAVIA, AR","2013-03",,,,,"0","0",,,,"3.7",,,,,,,,"9.2"
"AR000087860","COMODORO RIVADAVIA, AR","2013-04",,,,,"0","0",,,,"3.2",,,,,,,,"10.1"
"AR000087860","COMODORO RIVADAVIA, AR","2013-05",,,,,"0","0",,,,"0.2",,,,,,,,"5.6"
"AR000087860","COMODORO RIVADAVIA, AR","2013-06",,,,,"0","3",,,,"-1.5",,,,,,,,"4.6"
"AR000087860","COMODORO RIVADAVIA, AR","2013-07",,,,,"0","7",,,,"-3.7",,,,,,,,"2.1"
"AR000087860","COMODORO RIVADAVIA, AR","2013-08",,,,,"0","7",,,,"-5.0",,,,,,,,"2.2"
"AR000087860","COMODORO RIVADAVIA, AR","2013-09",,,,,"0","3",,,,"-0.5",,,,,,,,"3.4"
"AR000087860","COMODORO RIVADAVIA, AR","2013-10",,,,,"0","0",,,,"0.1",,,,,,,,"7.1"
"AR000087860","COMODORO RIVADAVIA, AR","2013-11",,,,,"0","0",,,,"4.3",,,,,,,,"9.5"
"AR000087860","COMODORO RIVADAVIA, AR","2013-12",,,,,"0","0",,,,"6.1",,,,,,,,"12.6"
"AR000087860","COMODORO RIVADAVIA, AR","2014-01",,,,,"0","0",,,,"6.4",,,,,,,,"13.0"
"AR000087860","COMODORO RIVADAVIA, AR","2014-02",,,,,"0","0",,,,"5.4",,,,,,,,"12.5"
"AR000087860","COMODORO RIVADAVIA, AR","2014-03",,,,,"0","0",,,,"3.6",,,,,,,,"9.9"
"AR000087860","COMODORO RIVADAVIA, AR","2014-04",,,,,"0","0",,,,"2.4",,,,,,,,"6.6"
"AR000087860","COMODORO RIVADAVIA, AR","2014-07",,,,,"0","11",,,,"-5.5",,,,,,,,"2.1"
"AR000087860","COMODORO RIVADAVIA, AR","2014-08",,,,,"0","3",,,,"-2.5",,,,,,,,"5.1"
"AR000087860","COMODORO RIVADAVIA, AR","2014-09",,,,,"0","0",,,,"0.3",,,,,,,,"5.0"
"AR000087860","COMODORO RIVADAVIA, AR","2014-10",,,,,"0","1",,,,"-1.2",,,,,,,,"7.5"
"AR000087860","COMODORO RIVADAVIA, AR","2014-12",,,,,"0","0",,,,"6.4",,,,,,,,"12.5"
"AR000087860","COMODORO RIVADAVIA, AR","2015-02",,,,,"0","0",,,,"6.5",,,,,,,,"12.8"
"AR000087860","COMODORO RIVADAVIA, AR","2015-03",,,,,"0","0",,,,"5.0",,,,,,,,"11.6"
"AR000087860","COMODORO RIVADAVIA, AR","2015-04",,,,,"0","0",,,,"2.7",,,,,,,,"7.6"
"AR000087860","COMODORO RIVADAVIA, AR","2015-05",,,,,"0","2",,,,"-1.5",,,,,,,,"6.6"
"AR000087860","COMODORO RIVADAVIA, AR","2015-06",,,,,"0","4",,,,"-1.5",,,,,,,,"3.0"
"AR000087860","COMODORO RIVADAVIA, AR","2015-07",,,,,"0","5",,,,"-2.4",,,,,,,,"2.9"
"AR000087860","COMODORO RIVADAVIA, AR","2015-09",,,,,"0","5",,,,"-2.0",,,,,,,,"4.0"
"AR000087860","COMODORO RIVADAVIA, AR","2015-10",,,,,"0","0",,,,"0.3",,,,,,,,"5.9"
"AR000087860","COMODORO RIVADAVIA, AR","2015-12",,,,,"0","0",,,,"5.4",,,,,,,,"12.3"
"AR000087860","COMODORO RIVADAVIA, AR","2016-01",,,,,"0","0",,,,"7.2",,,,,,,,"13.1"
"AR000087860","COMODORO RIVADAVIA, AR","2016-03",,,,,"0","0",,,,"4.9",,,,,,,,"11.0"
"AR000087860","COMODORO RIVADAVIA, AR","2016-05",,,,,"0","3",,,,"-0.8",,,,,,,,"3.4"
"AR000087860","COMODORO RIVADAVIA, AR","2016-07",,,,,"0","6",,,,"-2.2",,,,,,,,"3.3"
"AR000087860","COMODORO RIVADAVIA, AR","2016-08",,,,,"0","3",,,,"-1.0",,,,,,,,"4.1"
"AR000087860","COMODORO RIVADAVIA, AR","2016-09",,,,,"0","2",,,,"-2.0",,,,,,,,"4.6"
"AR000087860","COMODORO RIVADAVIA, AR","2016-10",,,,,"0","0",,,,"1.1",,,,,,,,"8.1"
"AR000087860","COMODORO RIVADAVIA, AR","2016-11",,,,,"0","0",,,,"2.4",,,,,,,,"10.5"
"AR000087860","COMODORO RIVADAVIA, AR","2017-01",,,,,"0","0",,,,"4.8",,,,,,,,"13.4"
"AR000087860","COMODORO RIVADAVIA, AR","2017-02",,,,,"0","0",,,,"7.7",,,,,,,,"13.1"
"AR000087860","COMODORO RIVADAVIA, AR","2017-03",,,,,"0","0",,,,"5.8",,,,,,,,"10.6"
"AR000087860","COMODORO RIVADAVIA, AR","2017-04",,,,,"0","0",,,,"3.9",,,,,,,,"8.7"
"AR000087860","COMODORO RIVADAVIA, AR","2017-05",,,,,"0","0",,,,"1.0",,,,,,,,"5.5"
"AR000087860","COMODORO RIVADAVIA, AR","2017-07",,,,,"0","4",,,,"-2.2",,,,,,,,"4.1"
"AR000087860","COMODORO RIVADAVIA, AR","2017-08",,,,,"0","1",,,,"-0.6",,,,,,,,"4.0"
"AR000087860","COMODORO RIVADAVIA, AR","2017-09",,,,,"0","0",,,,"0.6",,,,,,,,"5.8"
"AR000087860","COMODORO RIVADAVIA, AR","2017-10",,,,,"0","0",,,,"2.0",,,,,,,,"8.0"
"AR000087860","COMODORO RIVADAVIA, AR","2017-11",,,,,"0","0",,,,"3.1",,,,,,,,"9.1"
"AR000087860","COMODORO RIVADAVIA, AR","2017-12",,,,,"0","0",,,,"2.8",,,,,,,,"11.7"
"AR000087860","COMODORO RIVADAVIA, AR","2018-01",,,,,"0","0",,,,"8.5",,,,,,,,"14.1"
"AR000087860","COMODORO RIVADAVIA, AR","2018-02",,,,,"0","0",,,,"4.8",,,,,,,,"14.3"
"AR000087860","COMODORO RIVADAVIA, AR","2018-03",,,,,"0","0",,,,"3.4",,,,,,,,"10.5"
"AR000087860","COMODORO RIVADAVIA, AR","2018-04",,,,,"0","0",,,,"0.1",,,,,,,,"7.4"
"AR000087860","COMODORO RIVADAVIA, AR","2018-05",,,,,"0","0",,,,"1.3",,,,,,,,"6.0"
"AR000087860","COMODORO RIVADAVIA, AR","2018-06",,,,,"0","10",,,,"-3.8",,,,,,,,"2.1"
"AR000087860","COMODORO RIVADAVIA, AR","2018-07",,,,,"0","10",,,,"-4.6",,,,,,,,"1.6"
"AR000087860","COMODORO RIVADAVIA, AR","2018-08",,,,,"0","2",,,,"-1.2",,,,,,,,"4.6"
"AR000087860","COMODORO RIVADAVIA, AR","2018-09",,,,,"0","0",,,,"0.5",,,,,,,,"4.9"
"AR000087860","COMODORO RIVADAVIA, AR","2018-10",,,,,"0","1",,,,"0.0",,,,,,,,"6.3"
"AR000087860","COMODORO RIVADAVIA, AR","2018-11",,,,,"0","0",,,,"1.0",,,,,,,,"9.6"
"AR000087860","COMODORO RIVADAVIA, AR","2018-12",,,,,"0","0",,,,"5.5",,,,,,,,"14.1"
"AR000087860","COMODORO RIVADAVIA, AR","2019-01",,,,,"0","0",,,,"5.0",,,,,,,,"12.1"
"AR000087860","COMODORO RIVADAVIA, AR","2019-02",,,,,"0","0",,,,"5.9",,,,,,,,"12.1"
"AR000087860","COMODORO RIVADAVIA, AR","2019-03",,,,,"0","0",,,,"5.9",,,,,,,,"10.7"
"AR000087860","COMODORO RIVADAVIA, AR","2019-04",,,,,"0","0",,,,"2.4",,,,,,,,"9.3"
"AR000087860","COMODORO RIVADAVIA, AR","2019-05",,,,,"0","2",,,,"-3.3",,,,,,,,"4.8"
"AR000087860","COMODORO RIVADAVIA, AR","2019-06",,,,,"0","3",,,,"-2.2",,,,,,,,"4.6"
"AR000087860","COMODORO RIVADAVIA, AR","2019-07",,,,,"0","2",,,,"-3.1",,,,,,,,"3.3"
"AR000087860","COMODORO RIVADAVIA, AR","2019-08",,,,,"0","8",,,,"-2.9",,,,,,,,"3.1"
"AR000087860","COMODORO RIVADAVIA, AR","2019-09",,,,,"0","4",,,,"-3.3",,,,,,,,"4.4"
"AR000087860","COMODORO RIVADAVIA, AR","2019-10",,,,,"0","2",,,,"-0.8",,,,,,,,"6.2"
"AR000087860","COMODORO RIVADAVIA, AR","2019-11",,,,,"0","0",,,,"6.0",,,,,,,,"9.9"
"AR000087860","COMODORO RIVADAVIA, AR","2019-12",,,,,"0","0",,,,"3.9",,,,,,,,"12.4"
"AR000087860","COMODORO RIVADAVIA, AR","2020-01",,,,,"0","0",,,,"6.6",,,,,,,,"13.6"
"AR000087860","COMODORO RIVADAVIA, AR","2020-02",,,,,"0","0",,,,"7.1",,,,,,,,"12.4"
"AR000087860","COMODORO RIVADAVIA, AR","2020-03",,,,,"0","0",,,,"7.9",,,,,,,,"12.7"
"AR000087860","COMODORO RIVADAVIA, AR","2020-04",,,,,"0","0",,,,"3.0",,,,,,,,"9.2"
"AR000087860","COMODORO RIVADAVIA, AR","2020-05",,,,,"0","0",,,,"0.1",,,,,,,,"6.0"
"AR000087860","COMODORO RIVADAVIA, AR","2020-06",,,,,"0","5",,,,"-3.5",,,,,,,,"3.2"
"AR000087860","COMODORO RIVADAVIA, AR","2020-07",,,,,"0","11",,,,"-5.1",,,,,,,,"0.6"
"AR000087860","COMODORO RIVADAVIA, AR","2020-09",,,,,"0","0",,,,"0.1",,,,,,,,"5.4"
"AR000087860","COMODORO RIVADAVIA, AR","2020-10",,,,,"0","2",,,,"-1.5",,,,,,,,"7.7"
"AR000087860","COMODORO RIVADAVIA, AR","2020-11",,,,,"0","0",,,,"5.3",,,,,,,,"11.0"
"AR000087860","COMODORO RIVADAVIA, AR","2020-12",,,,,"0","0",,,,"7.3",,,,,,,,"12.3"
"AR000087860","COMODORO RIVADAVIA, AR","2021-01",,,,,"0","0",,,,"7.6",,,,,,,,"13.3"
"AR000087860","COMODORO RIVADAVIA, AR","2021-04",,,,,"0","0",,,,"4.6",,,,,,,,"10.0"
"AR000087860","COMODORO RIVADAVIA, AR","2021-05",,,,,"0","2",,,,"-0.9",,,,,,,,"4.4"
"AR000087860","COMODORO RIVADAVIA, AR","2021-06",,,,,"0","8",,,,"-3.6",,,,,,,,"1.8"
"AR000087860","COMODORO RIVADAVIA, AR","2021-07",,,,,"0","0",,,,"0.2",,,,,,,,"4.8"
"AR000087860","COMODORO RIVADAVIA, AR","2024-09",,,,,"0","0",,,,"1.7",,,,,,,,"6.4"
